fqdn_no,label
fqdn_196,1
fqdn_197,1
fqdn_198,0
fqdn_199,0
fqdn_200,3
fqdn_201,3
fqdn_202,3
fqdn_203,3
fqdn_204,2
fqdn_205,3
fqdn_206,2
fqdn_207,2
fqdn_208,2
fqdn_209,3
fqdn_210,0
fqdn_211,2
fqdn_212,0
fqdn_213,2
fqdn_214,2
fqdn_215,1
fqdn_216,1
fqdn_217,1
fqdn_218,2
fqdn_219,1
fqdn_220,2
fqdn_221,1
fqdn_222,3
fqdn_223,2
fqdn_224,2
fqdn_225,3
fqdn_226,2
fqdn_227,3
fqdn_228,1
fqdn_229,2
fqdn_230,2
fqdn_231,2
fqdn_232,2
fqdn_233,3
fqdn_234,3
fqdn_235,2
fqdn_236,3
fqdn_237,3
fqdn_238,3
fqdn_239,1
fqdn_240,0
fqdn_241,2
fqdn_242,3
fqdn_243,3
fqdn_244,1
fqdn_245,3
fqdn_246,1
fqdn_247,2
fqdn_248,2
fqdn_249,2
fqdn_250,2
fqdn_251,0
fqdn_252,1
fqdn_253,2
fqdn_254,2
fqdn_255,0
fqdn_256,3
fqdn_257,2
fqdn_258,1
fqdn_259,2
fqdn_260,1
fqdn_261,1
fqdn_262,1
fqdn_263,1
fqdn_264,1
fqdn_265,4
fqdn_266,2
fqdn_267,2
fqdn_268,1
fqdn_269,4
fqdn_270,0
fqdn_271,2
fqdn_272,2
fqdn_273,2
fqdn_274,1
fqdn_275,0
fqdn_276,1
fqdn_277,2
fqdn_278,2
fqdn_279,3
fqdn_280,1
fqdn_281,2
fqdn_282,2
fqdn_283,3
fqdn_284,2
fqdn_285,0
fqdn_286,3
fqdn_287,1
fqdn_288,2
fqdn_289,2
fqdn_290,2
fqdn_291,2
fqdn_292,1
fqdn_293,2
fqdn_294,2
fqdn_295,2
fqdn_296,2
fqdn_297,2
fqdn_298,2
fqdn_299,0
fqdn_300,3
fqdn_301,2
fqdn_302,1
fqdn_303,2
fqdn_304,1
fqdn_305,1
fqdn_306,4
fqdn_307,2
fqdn_308,1
fqdn_309,1
fqdn_310,2
fqdn_311,2
fqdn_312,2
fqdn_313,2
fqdn_314,1
fqdn_315,2
fqdn_316,3
fqdn_317,3
fqdn_318,1
fqdn_319,1
fqdn_320,2
fqdn_321,2
fqdn_322,3
fqdn_323,2
fqdn_324,1
fqdn_325,3
fqdn_326,2
fqdn_327,2
fqdn_328,2
fqdn_329,2
fqdn_330,2
fqdn_331,2
fqdn_332,2
fqdn_333,2
fqdn_334,2
fqdn_335,1
fqdn_336,1
fqdn_337,2
fqdn_338,1
fqdn_339,0
fqdn_340,1
fqdn_341,2
fqdn_342,3
fqdn_343,2
fqdn_344,2
fqdn_345,2
fqdn_346,3
fqdn_347,2
fqdn_348,0
fqdn_349,1
fqdn_350,2
fqdn_351,1
fqdn_352,1
fqdn_353,1
fqdn_354,2
fqdn_355,1
fqdn_356,0
fqdn_357,2
fqdn_358,1
fqdn_359,1
fqdn_360,3
fqdn_361,1
fqdn_362,1
fqdn_363,1
fqdn_364,2
fqdn_365,1
fqdn_366,2
fqdn_367,2
fqdn_368,2
fqdn_369,3
fqdn_370,1
fqdn_371,1
fqdn_372,3
fqdn_373,2
fqdn_374,2
fqdn_375,3
fqdn_376,1
fqdn_377,2
fqdn_378,2
fqdn_379,2
fqdn_380,2
fqdn_381,3
fqdn_382,2
fqdn_383,2
fqdn_384,2
fqdn_385,2
fqdn_386,2
fqdn_387,3
fqdn_388,3
fqdn_389,2
fqdn_390,2
fqdn_391,2
fqdn_392,2
fqdn_393,2
fqdn_394,3
fqdn_395,1
fqdn_396,2
fqdn_397,2
fqdn_398,2
fqdn_399,2
fqdn_400,2
fqdn_401,3
fqdn_402,0
fqdn_403,1
fqdn_404,2
fqdn_405,3
fqdn_406,2
fqdn_407,1
fqdn_408,2
fqdn_409,3
fqdn_410,1
fqdn_411,2
fqdn_412,2
fqdn_413,2
fqdn_414,0
fqdn_415,2
fqdn_416,2
fqdn_417,2
fqdn_418,2
fqdn_419,1
fqdn_420,1
fqdn_421,1
fqdn_422,1
fqdn_423,2
fqdn_424,2
fqdn_425,3
fqdn_426,2
fqdn_427,2
fqdn_428,1
fqdn_429,1
fqdn_430,2
fqdn_431,2
fqdn_432,1
fqdn_433,3
fqdn_434,2
fqdn_435,2
fqdn_436,2
fqdn_437,1
fqdn_438,2
fqdn_439,2
fqdn_440,1
fqdn_441,2
fqdn_442,0
fqdn_443,3
fqdn_444,2
fqdn_445,2
fqdn_446,2
fqdn_447,1
fqdn_448,2
fqdn_449,2
fqdn_450,3
fqdn_451,1
fqdn_452,1
fqdn_453,1
fqdn_454,2
fqdn_455,2
fqdn_456,2
fqdn_457,2
fqdn_458,1
fqdn_459,2
fqdn_460,1
fqdn_461,2
fqdn_462,2
fqdn_463,2
fqdn_464,2
fqdn_465,2
fqdn_466,3
fqdn_467,2
fqdn_468,2
fqdn_469,1
fqdn_470,2
fqdn_471,2
fqdn_472,2
fqdn_473,1
fqdn_474,3
fqdn_475,2
fqdn_476,2
fqdn_477,1
fqdn_478,2
fqdn_479,2
fqdn_480,3
fqdn_481,2
fqdn_482,3
fqdn_483,0
fqdn_484,0
fqdn_485,2
fqdn_486,1
fqdn_487,1
fqdn_488,2
fqdn_489,1
fqdn_490,1
fqdn_491,1
fqdn_492,2
fqdn_493,2
fqdn_494,2
fqdn_495,1
fqdn_496,2
fqdn_497,1
fqdn_498,0
fqdn_499,2
fqdn_500,2
fqdn_501,2
fqdn_502,1
fqdn_503,3
fqdn_504,4
fqdn_505,2
fqdn_506,1
fqdn_507,2
fqdn_508,2
fqdn_509,1
fqdn_510,1
fqdn_511,1
fqdn_512,3
fqdn_513,2
fqdn_514,2
fqdn_515,1
fqdn_516,2
fqdn_517,2
fqdn_518,3
fqdn_519,0
fqdn_520,2
fqdn_521,1
fqdn_522,3
fqdn_523,2
fqdn_524,1
fqdn_525,2
fqdn_526,1
fqdn_527,2
fqdn_528,2
fqdn_529,2
fqdn_530,1
fqdn_531,2
fqdn_532,1
fqdn_533,1
fqdn_534,4
fqdn_535,3
fqdn_536,1
fqdn_537,3
fqdn_538,2
fqdn_539,2
fqdn_540,2
fqdn_541,2
fqdn_542,2
fqdn_543,1
fqdn_544,2
fqdn_545,0
fqdn_546,3
fqdn_547,2
fqdn_548,2
fqdn_549,2
fqdn_550,1
fqdn_551,0
fqdn_552,2
fqdn_553,2
fqdn_554,0
fqdn_555,2
fqdn_556,3
fqdn_557,1
fqdn_558,2
fqdn_559,1
fqdn_560,2
fqdn_561,2
fqdn_562,0
fqdn_563,3
fqdn_564,2
fqdn_565,2
fqdn_566,0
fqdn_567,2
fqdn_568,1
fqdn_569,1
fqdn_570,2
fqdn_571,2
fqdn_572,3
fqdn_573,1
fqdn_574,3
fqdn_575,1
fqdn_576,1
fqdn_577,2
fqdn_578,1
fqdn_579,3
fqdn_580,2
fqdn_581,2
fqdn_582,2
fqdn_583,2
fqdn_584,0
fqdn_585,3
fqdn_586,2
fqdn_587,3
fqdn_588,1
fqdn_589,2
fqdn_590,1
fqdn_591,2
fqdn_592,1
fqdn_593,2
fqdn_594,3
fqdn_595,2
fqdn_596,1
fqdn_597,3
fqdn_598,1
fqdn_599,2
fqdn_600,2
fqdn_601,2
fqdn_602,1
fqdn_603,2
fqdn_604,2
fqdn_605,1
fqdn_606,2
fqdn_607,3
fqdn_608,2
fqdn_609,1
fqdn_610,2
fqdn_611,1
fqdn_612,2
fqdn_613,1
fqdn_614,1
fqdn_615,0
fqdn_616,2
fqdn_617,2
fqdn_618,3
fqdn_619,1
fqdn_620,3
fqdn_621,2
fqdn_622,1
fqdn_623,3
fqdn_624,1
fqdn_625,1
fqdn_626,0
fqdn_627,2
fqdn_628,2
fqdn_629,3
fqdn_630,1
fqdn_631,2
fqdn_632,2
fqdn_633,2
fqdn_634,2
fqdn_635,2
fqdn_636,2
fqdn_637,2
fqdn_638,2
fqdn_639,3
fqdn_640,3
fqdn_641,2
fqdn_642,2
fqdn_643,2
fqdn_644,1
fqdn_645,3
fqdn_646,2
fqdn_647,2
fqdn_648,1
fqdn_649,1
fqdn_650,2
fqdn_651,2
fqdn_652,2
fqdn_653,1
fqdn_654,0
fqdn_655,2
fqdn_656,1
fqdn_657,2
fqdn_658,2
fqdn_659,3
fqdn_660,2
fqdn_661,2
fqdn_662,2
fqdn_663,2
fqdn_664,1
fqdn_665,1
fqdn_666,2
fqdn_667,2
fqdn_668,2
fqdn_669,1
fqdn_670,2
fqdn_671,2
fqdn_672,2
fqdn_673,1
fqdn_674,0
fqdn_675,0
fqdn_676,2
fqdn_677,1
fqdn_678,1
fqdn_679,0
fqdn_680,2
fqdn_681,0
fqdn_682,2
fqdn_683,1
fqdn_684,0
fqdn_685,2
fqdn_686,4
fqdn_687,3
fqdn_688,2
fqdn_689,1
fqdn_690,2
fqdn_691,2
fqdn_692,2
fqdn_693,1
fqdn_694,3
fqdn_695,1
fqdn_696,1
fqdn_697,1
fqdn_698,2
fqdn_699,0
fqdn_700,2
fqdn_701,0
fqdn_702,1
fqdn_703,2
fqdn_704,2
fqdn_705,2
fqdn_706,2
fqdn_707,2
fqdn_708,2
fqdn_709,3
fqdn_710,2
fqdn_711,2
fqdn_712,3
fqdn_713,1
fqdn_714,3
fqdn_715,0
fqdn_716,3
fqdn_717,1
fqdn_718,2
fqdn_719,2
fqdn_720,2
fqdn_721,1
fqdn_722,2
fqdn_723,1
fqdn_724,2
fqdn_725,3
fqdn_726,1
fqdn_727,0
fqdn_728,1
fqdn_729,2
fqdn_730,2
fqdn_731,2
fqdn_732,1
fqdn_733,3
fqdn_734,3
fqdn_735,2
fqdn_736,1
fqdn_737,2
fqdn_738,2
fqdn_739,2
fqdn_740,1
fqdn_741,3
fqdn_742,1
fqdn_743,2
fqdn_744,2
fqdn_745,1
fqdn_746,3
fqdn_747,3
fqdn_748,2
fqdn_749,1
fqdn_750,1
fqdn_751,1
fqdn_752,1
fqdn_753,2
fqdn_754,3
fqdn_755,3
fqdn_756,3
fqdn_757,3
fqdn_758,3
fqdn_759,2
fqdn_760,1
fqdn_761,3
fqdn_762,1
fqdn_763,1
fqdn_764,3
fqdn_765,1
fqdn_766,2
fqdn_767,3
fqdn_768,2
fqdn_769,3
fqdn_770,2
fqdn_771,3
fqdn_772,2
fqdn_773,1
fqdn_774,2
fqdn_775,3
fqdn_776,2
fqdn_777,3
fqdn_778,2
fqdn_779,2
fqdn_780,1
fqdn_781,3
fqdn_782,2
fqdn_783,2
fqdn_784,2
fqdn_785,2
fqdn_786,0
fqdn_787,2
fqdn_788,0
fqdn_789,1
fqdn_790,3
fqdn_791,2
fqdn_792,1
fqdn_793,1
fqdn_794,3
fqdn_795,1
fqdn_796,0
fqdn_797,2
fqdn_798,2
fqdn_799,1
fqdn_800,2
fqdn_801,3
fqdn_802,2
fqdn_803,1
fqdn_804,2
fqdn_805,1
fqdn_806,2
fqdn_807,1
fqdn_808,2
fqdn_809,2
fqdn_810,4
fqdn_811,0
fqdn_812,1
fqdn_813,2
fqdn_814,1
fqdn_815,1
fqdn_816,2
fqdn_817,2
fqdn_818,1
fqdn_819,0
fqdn_820,2
fqdn_821,2
fqdn_822,3
fqdn_823,2
fqdn_824,2
fqdn_825,2
fqdn_826,2
fqdn_827,2
fqdn_828,2
fqdn_829,2
fqdn_830,2
fqdn_831,2
fqdn_832,1
fqdn_833,2
fqdn_834,2
fqdn_835,3
fqdn_836,2
fqdn_837,2
fqdn_838,2
fqdn_839,2
fqdn_840,2
fqdn_841,1
fqdn_842,2
fqdn_843,3
fqdn_844,2
fqdn_845,3
fqdn_846,2
fqdn_847,2
fqdn_848,3
fqdn_849,1
fqdn_850,1
fqdn_851,2
fqdn_852,3
fqdn_853,2
fqdn_854,2
fqdn_855,3
fqdn_856,2
fqdn_857,1
fqdn_858,2
fqdn_859,0
fqdn_860,2
fqdn_861,1
fqdn_862,1
fqdn_863,2
fqdn_864,2
fqdn_865,1
fqdn_866,3
fqdn_867,1
fqdn_868,2
fqdn_869,2
fqdn_870,3
fqdn_871,3
fqdn_872,2
fqdn_873,0
fqdn_874,3
fqdn_875,2
fqdn_876,0
fqdn_877,0
fqdn_878,2
fqdn_879,0
fqdn_880,2
fqdn_881,3
fqdn_882,2
fqdn_883,1
fqdn_884,1
fqdn_885,0
fqdn_886,4
fqdn_887,2
fqdn_888,2
fqdn_889,3
fqdn_890,3
fqdn_891,1
fqdn_892,2
fqdn_893,1
fqdn_894,2
fqdn_895,2
fqdn_896,3
fqdn_897,3
fqdn_898,1
fqdn_899,2
fqdn_900,1
fqdn_901,1
fqdn_902,0
fqdn_903,2
fqdn_904,1
fqdn_905,2
fqdn_906,2
fqdn_907,2
fqdn_908,1
fqdn_909,0
fqdn_910,0
fqdn_911,2
fqdn_912,2
fqdn_913,2
fqdn_914,1
fqdn_915,1
fqdn_916,2
fqdn_917,2
fqdn_918,2
fqdn_919,0
fqdn_920,2
fqdn_921,2
fqdn_922,1
fqdn_923,2
fqdn_924,0
fqdn_925,2
fqdn_926,3
fqdn_927,1
fqdn_928,1
fqdn_929,1
fqdn_930,1
fqdn_931,3
fqdn_932,1
fqdn_933,2
fqdn_934,1
fqdn_935,2
fqdn_936,2
fqdn_937,1
fqdn_938,0
fqdn_939,1
fqdn_940,2
fqdn_941,2
fqdn_942,1
fqdn_943,1
fqdn_944,2
fqdn_945,2
fqdn_946,1
fqdn_947,2
fqdn_948,2
fqdn_949,1
fqdn_950,1
fqdn_951,2
fqdn_952,1
fqdn_953,1
fqdn_954,1
fqdn_955,1
fqdn_956,2
fqdn_957,2
fqdn_958,3
fqdn_959,1
fqdn_960,2
fqdn_961,2
fqdn_962,2
fqdn_963,1
fqdn_964,3
fqdn_965,2
fqdn_966,3
fqdn_967,1
fqdn_968,3
fqdn_969,3
fqdn_970,1
fqdn_971,1
fqdn_972,2
fqdn_973,2
fqdn_974,1
fqdn_975,1
fqdn_976,2
fqdn_977,2
fqdn_978,2
fqdn_979,3
fqdn_980,2
fqdn_981,2
fqdn_982,1
fqdn_983,2
fqdn_984,2
fqdn_985,2
fqdn_986,3
fqdn_987,3
fqdn_988,2
fqdn_989,3
fqdn_990,3
fqdn_991,2
fqdn_992,2
fqdn_993,1
fqdn_994,1
fqdn_995,2
fqdn_996,2
fqdn_997,2
fqdn_998,1
fqdn_999,1
fqdn_1000,2
fqdn_1001,2
fqdn_1002,1
fqdn_1003,1
fqdn_1004,0
fqdn_1005,0
fqdn_1006,3
fqdn_1007,2
fqdn_1008,2
fqdn_1009,0
fqdn_1010,2
fqdn_1011,3
fqdn_1012,2
fqdn_1013,2
fqdn_1014,1
fqdn_1015,2
fqdn_1016,3
fqdn_1017,2
fqdn_1018,3
fqdn_1019,1
fqdn_1020,3
fqdn_1021,2
fqdn_1022,2
fqdn_1023,1
fqdn_1024,2
fqdn_1025,1
fqdn_1026,3
fqdn_1027,3
fqdn_1028,2
fqdn_1029,2
fqdn_1030,2
fqdn_1031,3
fqdn_1032,1
fqdn_1033,0
fqdn_1034,3
fqdn_1035,1
fqdn_1036,1
fqdn_1037,1
fqdn_1038,1
fqdn_1039,2
fqdn_1040,1
fqdn_1041,2
fqdn_1042,2
fqdn_1043,2
fqdn_1044,2
fqdn_1045,2
fqdn_1046,3
fqdn_1047,2
fqdn_1048,0
fqdn_1049,2
fqdn_1050,1
fqdn_1051,0
fqdn_1052,3
fqdn_1053,0
fqdn_1054,1
fqdn_1055,3
fqdn_1056,1
fqdn_1057,0
fqdn_1058,3
fqdn_1059,2
fqdn_1060,1
fqdn_1061,2
fqdn_1062,2
fqdn_1063,3
fqdn_1064,2
fqdn_1065,0
fqdn_1066,3
fqdn_1067,2
fqdn_1068,3
fqdn_1069,2
fqdn_1070,2
fqdn_1071,1
fqdn_1072,2
fqdn_1073,3
fqdn_1074,4
fqdn_1075,2
fqdn_1076,2
fqdn_1077,2
fqdn_1078,1
fqdn_1079,1
fqdn_1080,2
fqdn_1081,3
fqdn_1082,2
fqdn_1083,2
fqdn_1084,2
fqdn_1085,2
fqdn_1086,3
fqdn_1087,1
fqdn_1088,2
fqdn_1089,3
fqdn_1090,1
fqdn_1091,1
fqdn_1092,0
fqdn_1093,2
fqdn_1094,2
fqdn_1095,2
fqdn_1096,2
fqdn_1097,2
fqdn_1098,2
fqdn_1099,1
fqdn_1100,2
fqdn_1101,3
fqdn_1102,2
fqdn_1103,2
fqdn_1104,2
fqdn_1105,2
fqdn_1106,2
fqdn_1107,1
fqdn_1108,3
fqdn_1109,1
fqdn_1110,1
fqdn_1111,3
fqdn_1112,1
fqdn_1113,2
fqdn_1114,2
fqdn_1115,2
fqdn_1116,2
fqdn_1117,2
fqdn_1118,2
fqdn_1119,1
fqdn_1120,1
fqdn_1121,2
fqdn_1122,2
fqdn_1123,2
fqdn_1124,3
fqdn_1125,2
fqdn_1126,2
fqdn_1127,2
fqdn_1128,3
fqdn_1129,1
fqdn_1130,2
fqdn_1131,1
fqdn_1132,3
fqdn_1133,0
fqdn_1134,0
fqdn_1135,1
fqdn_1136,1
fqdn_1137,0
fqdn_1138,2
fqdn_1139,0
fqdn_1140,1
fqdn_1141,0
fqdn_1142,3
fqdn_1143,2
fqdn_1144,3
fqdn_1145,3
fqdn_1146,3
fqdn_1147,1
fqdn_1148,3
fqdn_1149,2
fqdn_1150,2
fqdn_1151,3
fqdn_1152,3
fqdn_1153,1
fqdn_1154,2
fqdn_1155,2
fqdn_1156,2
fqdn_1157,3
fqdn_1158,1
fqdn_1159,1
fqdn_1160,2
fqdn_1161,1
fqdn_1162,2
fqdn_1163,3
fqdn_1164,1
fqdn_1165,1
fqdn_1166,1
fqdn_1167,1
fqdn_1168,3
fqdn_1169,2
fqdn_1170,2
fqdn_1171,0
fqdn_1172,3
fqdn_1173,1
fqdn_1174,2
fqdn_1175,2
fqdn_1176,1
fqdn_1177,3
fqdn_1178,2
fqdn_1179,1
fqdn_1180,2
fqdn_1181,3
fqdn_1182,1
fqdn_1183,1
fqdn_1184,2
fqdn_1185,2
fqdn_1186,1
fqdn_1187,2
fqdn_1188,1
fqdn_1189,0
fqdn_1190,1
fqdn_1191,2
fqdn_1192,1
fqdn_1193,2
fqdn_1194,1
fqdn_1195,2
fqdn_1196,1
fqdn_1197,2
fqdn_1198,1
fqdn_1199,2
fqdn_1200,2
fqdn_1201,1
fqdn_1202,2
fqdn_1203,2
fqdn_1204,0
fqdn_1205,1
fqdn_1206,2
fqdn_1207,1
fqdn_1208,3
fqdn_1209,2
fqdn_1210,2
fqdn_1211,3
fqdn_1212,2
fqdn_1213,2
fqdn_1214,1
fqdn_1215,2
fqdn_1216,2
fqdn_1217,1
fqdn_1218,2
fqdn_1219,1
fqdn_1220,3
fqdn_1221,1
fqdn_1222,3
fqdn_1223,2
fqdn_1224,2
fqdn_1225,3
fqdn_1226,2
fqdn_1227,2
fqdn_1228,2
fqdn_1229,1
fqdn_1230,1
fqdn_1231,2
fqdn_1232,2
fqdn_1233,3
fqdn_1234,1
fqdn_1235,1
fqdn_1236,2
fqdn_1237,2
fqdn_1238,2
fqdn_1239,3
fqdn_1240,3
fqdn_1241,1
fqdn_1242,2
fqdn_1243,0
fqdn_1244,0
fqdn_1245,2
fqdn_1246,2
fqdn_1247,2
fqdn_1248,1
fqdn_1249,2
fqdn_1250,2
fqdn_1251,2
fqdn_1252,1
fqdn_1253,1
fqdn_1254,1
fqdn_1255,0
fqdn_1256,2
fqdn_1257,0
fqdn_1258,1
fqdn_1259,2
fqdn_1260,2
fqdn_1261,2
fqdn_1262,2
fqdn_1263,2
fqdn_1264,2
fqdn_1265,3
fqdn_1266,3
fqdn_1267,2
fqdn_1268,2
fqdn_1269,3
fqdn_1270,1
fqdn_1271,2
fqdn_1272,2
fqdn_1273,3
fqdn_1274,3
fqdn_1275,1
fqdn_1276,1
fqdn_1277,2
fqdn_1278,0
fqdn_1279,2
fqdn_1280,4
fqdn_1281,2
fqdn_1282,0
fqdn_1283,0
fqdn_1284,3
fqdn_1285,3
fqdn_1286,2
fqdn_1287,1
fqdn_1288,1
fqdn_1289,2
fqdn_1290,3
fqdn_1291,0
fqdn_1292,1
fqdn_1293,1
fqdn_1294,3
fqdn_1295,3
fqdn_1296,2
fqdn_1297,1
fqdn_1298,2
fqdn_1299,2
fqdn_1300,3
fqdn_1301,3
fqdn_1302,2
fqdn_1303,2
fqdn_1304,2
fqdn_1305,0
fqdn_1306,0
fqdn_1307,1
fqdn_1308,2
fqdn_1309,0
fqdn_1310,1
fqdn_1311,2
fqdn_1312,1
fqdn_1313,2
fqdn_1314,1
fqdn_1315,1
fqdn_1316,2
fqdn_1317,1
fqdn_1318,2
fqdn_1319,1
fqdn_1320,1
fqdn_1321,0
fqdn_1322,2
fqdn_1323,3
fqdn_1324,1
fqdn_1325,2
fqdn_1326,2
fqdn_1327,2
fqdn_1328,0
fqdn_1329,0
fqdn_1330,2
fqdn_1331,2
fqdn_1332,0
fqdn_1333,3
fqdn_1334,3
fqdn_1335,2
fqdn_1336,1
fqdn_1337,2
fqdn_1338,3
fqdn_1339,1
fqdn_1340,2
fqdn_1341,1
fqdn_1342,1
fqdn_1343,1
fqdn_1344,2
fqdn_1345,2
fqdn_1346,0
fqdn_1347,2
fqdn_1348,2
fqdn_1349,1
fqdn_1350,2
fqdn_1351,2
fqdn_1352,2
fqdn_1353,1
fqdn_1354,3
fqdn_1355,2
fqdn_1356,2
fqdn_1357,1
fqdn_1358,2
fqdn_1359,1
fqdn_1360,2
fqdn_1361,2
fqdn_1362,1
fqdn_1363,1
fqdn_1364,1
fqdn_1365,2
fqdn_1366,3
fqdn_1367,1
fqdn_1368,1
fqdn_1369,1
fqdn_1370,3
fqdn_1371,4
fqdn_1372,1
fqdn_1373,2
fqdn_1374,3
fqdn_1375,2
fqdn_1376,3
fqdn_1377,2
fqdn_1378,2
fqdn_1379,3
fqdn_1380,2
fqdn_1381,2
fqdn_1382,2
fqdn_1383,2
fqdn_1384,1
fqdn_1385,2
fqdn_1386,0
fqdn_1387,2
fqdn_1388,3
fqdn_1389,1
fqdn_1390,1
fqdn_1391,3
fqdn_1392,1
fqdn_1393,4
fqdn_1394,1
fqdn_1395,3
fqdn_1396,1
fqdn_1397,2
fqdn_1398,2
fqdn_1399,1
fqdn_1400,3
fqdn_1401,0
fqdn_1402,0
fqdn_1403,3
fqdn_1404,0
fqdn_1405,2
fqdn_1406,2
fqdn_1407,3
fqdn_1408,3
fqdn_1409,1
fqdn_1410,1
fqdn_1411,0
fqdn_1412,2
fqdn_1413,2
fqdn_1414,2
fqdn_1415,1
fqdn_1416,3
fqdn_1417,0
fqdn_1418,1
fqdn_1419,2
fqdn_1420,3
fqdn_1421,2
fqdn_1422,1
fqdn_1423,2
fqdn_1424,2
fqdn_1425,3
fqdn_1426,2
fqdn_1427,2
fqdn_1428,2
fqdn_1429,3
fqdn_1430,3
fqdn_1431,2
fqdn_1432,2
fqdn_1433,0
fqdn_1434,2
fqdn_1435,1
fqdn_1436,2
fqdn_1437,2
fqdn_1438,2
fqdn_1439,2
fqdn_1440,3
fqdn_1441,3
fqdn_1442,3
fqdn_1443,2
fqdn_1444,2
fqdn_1445,1
fqdn_1446,2
fqdn_1447,1
fqdn_1448,2
fqdn_1449,2
fqdn_1450,3
fqdn_1451,1
fqdn_1452,3
fqdn_1453,2
fqdn_1454,1
fqdn_1455,1
fqdn_1456,1
fqdn_1457,0
fqdn_1458,2
fqdn_1459,2
fqdn_1460,3
fqdn_1461,1
fqdn_1462,2
fqdn_1463,0
fqdn_1464,1
fqdn_1465,2
fqdn_1466,1
fqdn_1467,3
fqdn_1468,1
fqdn_1469,3
fqdn_1470,2
fqdn_1471,1
fqdn_1472,2
fqdn_1473,2
fqdn_1474,1
fqdn_1475,1
fqdn_1476,3
fqdn_1477,3
fqdn_1478,2
fqdn_1479,3
fqdn_1480,1
fqdn_1481,3
fqdn_1482,2
fqdn_1483,1
fqdn_1484,3
fqdn_1485,2
fqdn_1486,2
fqdn_1487,3
fqdn_1488,2
fqdn_1489,2
fqdn_1490,1
fqdn_1491,1
fqdn_1492,2
fqdn_1493,1
fqdn_1494,1
fqdn_1495,1
fqdn_1496,2
fqdn_1497,2
